ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,Synergist
4512,Adductor Stretch (male),Stretching,Hips,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gracilis, Pectineous",
4513,All Fours Squad Stretch (female),Stretching,"Hips, Thighs",Body weight,Male,"Adductor Magnus, Gluteus Maximus, Hamstrings, Iliopsoas, Quadriceps",
4514,Above Head Chest Stretch (female),Stretching,Chest,Body weight,Female,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",
4515,Back Pec Stretch,Stretching,"Back, Chest",Body weight,Female,"Latissimus Dorsi, Pectoralis Major Sternal Head, Teres Major",
4516,Band Warm-up Shoulder Stretch (male),Stretching,Chest,Band,Male,"Deltoid Anterior, Deltoid Lateral, Deltoid Posterior , Infraspinatus, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Teres Minor , Trapezius Middle Fibers",
4517,Kettlebell Thruster (female),Strength,Weightlifting,Kettlebell,Female,,
4518,Kettlebell Single Arm Thruster (female),Strength,Weightlifting,Kettlebell,Female,,
4519,Kettlebell Windmill (female),Strength,Waist,Kettlebell,Female,,
4520,Kettlebell Double Windmill (female),Strength,Waist,Kettlebell,Female,,
4521,Kettlebell Press-Up (female),Strength,Chest,Kettlebell,Female,,
4522,Kettlebell Sit-Up (female),Strength,Chest,Kettlebell,Female,,
4523,Kettlebell Single Leg Deadlift (female),Strength,Hips,Kettlebell,Female,,
4524,Kettlebell Side Squat Step (female),Strength,Thighs,Kettlebell,Female,,
4525,Kettlebell Forward Lunge (female),Strength,Thighs,Kettlebell,Female,,
4526,Kettlebell Side Lunge (female),Strength,Thighs,Kettlebell,Female,,
4527,Kettlebell Single Arm Swing (female),Strength,Hips,Kettlebell,Female,,
4528,Kettlebell Farmers Walk (female),Aerobic,Plyometrics,Kettlebell,Female,,
4529,Kettlebell Unilateral Farmers Walk (female),Aerobic,Plyometrics,Kettlebell,Female,,
4530,Kettlebell Single Arm Clean (female),Strength,Weightlifting,Kettlebell,Female,,
4531,Kettlebell Single Arm Clean and Press (female),Strength,Weightlifting,Kettlebell,Female,,
4532,Kettlebell Snatch (female),Strength,Weightlifting,Kettlebell,Female,,
4533,Kettlebell Forward Lunge and Press (female),Strength,Thighs,Kettlebell,Female,,
4534,Kettlebell Standing Slingshots (female),Strength,Shoulders,Kettlebell,Female,,
4535,Kettlebell Single Arm Sit-Up (female),Strength,Chest,Kettlebell,Female,,
4536,Kettlebell Rear Delt Row (female),Strength,Back,Kettlebell,Female,,
4537,Kettlebell Bent-Over Row (female),Strength,Back,Kettlebell,Female,,
4538,Kettlebell Bent Arm Pullover with Knees Bent (female),Strength,Back,Kettlebell,Female,,
4539,Diamond Press,Strength,"Back, Chest",Body weight,Male,"Erector Spinae, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",Deltoid Anterior
4540,Dumbbell One Arm Thruster,Strength,"Hips, Shoulders, Thighs",Dumbbell,Male,,
4541,Kettlebell One Arm Thruster,Strength,"Hips, Shoulders, Thighs",Kettlebell,Male,,
4542,Kettlebell Clean and Jerk,Strength,"Hips, Shoulders, Thighs",Kettlebell,Male,,
4543,Kettlebell One Arm Clean,Strength,"Hips, Shoulders, Thighs",Kettlebell,Male,,
4544,Band Incline Bench Press,Strength,Chest,Band,Male,,
4545,Cable Bent-Over Single Arm Kickback,Strength,Upper Arms,Cable,Male,,
4546,Smith Drag Curl,Strength,Upper Arms,Smith machine,Male,,
4547,Good Morning Squat,Strength,Hips,Body weight,Male,Hamstrings,"Adductor Magnus, Gluteus Maximus"
4548,Burpee Squat,Aerobic,Plyometrics,Body weight,Male,,
4552,Diagonal Lunge,Strength,Plyometrics,Body weight,Male,,
4553,Thoracic Bridge,Stretching,Stretching,Body weight,Male,"Gastrocnemius, Gluteus Maximus, Hamstrings, Infraspinatus, Latissimus Dorsi, Obliques, Soleus, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",
4554,Seated Glute Stretch (VERSION 2),Stretching,Hips,Body weight,Male,,
4555,Dynamic 90-90 Hip Twist,Stretching,"Hips, Waist",Body weight,Male,,
4556,Push Through Reach,Stretching,Stretching,Body weight,Male,,
4557,Couch Stretch,Stretching,"Thighs, Waist",Body weight,Male,,
4558,Child to Cobra Pose,Stretching,Stretching,Body weight,Male,,
4559,Kneeling Lat Stretch on Bench,Stretching,"Back, Upper Arms",Body weight,Male,,
4560,Body Extension,Stretching,"Hips, Thighs, Waist",Body weight,Male,,
4561,Bodyweight Elevanted Heel Squat,Strength,"Calves, Hips, Thighs",Body weight,Male,,
4562,Dumbbell Cossack Squats (male),Strength,"Hips, Thighs",Dumbbell,Male,,
4563,Dumbbell Squat Hold Calf Raise,Strength,"Calves, Hips, Thighs",Dumbbell,Male,,
4564,Dumbbell Squat Lunges Jump Complex,Aerobic,"Hips, Thighs",Dumbbell,Male,,
4565,Dumbbell Step-up with Knee Raise,Strength,Hips,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
4566,Cable Neutral Grip Kickback,Strength,Upper Arms,Cable,Male,Triceps Brachii,
4567,Cable Bent-Over Single Arm Neutral Grip Kickback with Rope Attachment,Strength,Upper Arms,Cable,Male,,
4568,Resistance Band Pull Apart,Strength,Shoulders,Resistance Band,Male,Deltoid Posterior ,"Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
4569,Resistance Band One Arm Bent Over Row,Strength,Back,Resistance Band,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
4570,Resistance Band Bent Over Neutral Grip Row,Strength,Back,Resistance Band,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior"
4571,Resistance Band Push-Up,Strength,Chest,Resistance Band,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Posterior, Triceps Brachii"
4572,Dumbbell Half Kneeling Lift and Chop,Strength,Waist,Dumbbell,Male,,
4573,Band Half Kneeling Chop,Strength,Waist,Band,Male,Obliques,"Infraspinatus, Latissimus Dorsi, Rectus Abdominis, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
4574,Dumbbell Standing Biceps Curl to Shoulder Press (male),Strength,"Shoulders, Upper Arms",Dumbbell,Male,,
4575,Band Standing Single Arm Row,Strength,Back,Band,Male,,
4576,Band Standing Straight Arm Pulldown,Strength,Back,Band,Male,,
4577,Dumbbell Half Kneeling Military Press,Strength,Shoulders,Dumbbell,Male,,
4578,Cable Bent-Over Neutral Grip Kickback with Rope Attachment,Strength,Upper Arms,Cable,Male,,
4579,Bodyweight Step-up on Stepbox,Strength,Thighs,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
4580,Cat Cow Stretch,Stretching,Waist,Body weight,Male,"Erector Spinae, Obliques, Rectus Abdominis",
4581,Boxing Block,Aerobic,Plyometrics,Body weight,Male,,
4582,Boxing Jab (with boxing bag),Aerobic,Plyometrics,Body weight,Male,,
4583,Boxing Right Cross (with boxing bag),Aerobic,Plyometrics,Body weight,Male,,
4584,Boxing Right Hook (with boxing bag),Aerobic,Plyometrics,Body weight,Male,,
4585,Front Groin Kick Kickboxing (with boxing bag),Aerobic,Plyometrics,Body weight,Male,,
4586,Front Kick Kickboxing (with boxing bag),Aerobic,Plyometrics,Body weight,Male,,
4587,Front Snap Kick Kickboxing (with boxing bag),Aerobic,Plyometrics,Body weight,Male,,
4588,Hook Kick Kickboxing (with boxing bag),Aerobic,Plyometrics,Body weight,Male,,
4589,Boxing Jab (with partner),Aerobic,Plyometrics,Body weight,Male,,
4590,Boxing Left Uppercut (with partner),Aerobic,Plyometrics,Body weight,Male,,
4591,Boxing Right Cross (with partner),Aerobic,Plyometrics,Body weight,Male,,
4592,Boxing Right Hook (with partner),Aerobic,Plyometrics,Body weight,Male,,
4593,Boxing Right Uppercut (with partner),Aerobic,Plyometrics,Body weight,Male,,
4594,Front Kick Kickboxing (with partner),Aerobic,Plyometrics,Body weight,Male,,
4595,Front Knee Kick Kickboxing (with partner),Aerobic,Plyometrics,Body weight,Male,,
4596,Front Snap Kick Kickboxing (with partner),Aerobic,Plyometrics,Body weight,Male,,
4597,Hook Kick Kickboxing (with partner),Aerobic,Plyometrics,Body weight,Male,,
4598,Roll Tensor Fasciae Latae,Stretching,Hips,Roll,Male,Tensor Fasciae Latae,
4599,Roll Iliospsoas,Stretching,Hips,Roll,Male,Iliopsoas,
4600,Roll Ball Lower Back,Stretching,Hips,Rollball,Male,Erector Spinae,
4601,Open Book Stretch,Stretching,Waist,Body weight,Male,"Deltoid Anterior, Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Rectus Abdominis",
4602,PVC External Rotation,Strength,Back,Body weight,Male,"Infraspinatus, Subscapularis, Teres Minor ",
4603,PVC Front Rack Stretch,Stretching,Back,Body weight,Male,"Infraspinatus, Subscapularis, Teres Minor ",
4604,PVC Good Morning,Strength,Hips,Stick,Male,Hamstrings,"Adductor Magnus, Gluteus Maximus"
4605,PVC Hip Hinge,Strength,Hips,Stick,Male,Gluteus Maximus,Hamstrings
4606,PVC Overhead Squat,Strength,Thighs,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
4607,PVC Pass Through,Strength,Shoulders,Body weight,Male,"Deltoid Anterior, Deltoid Lateral, Deltoid Posterior ","Infraspinatus, Latissimus Dorsi, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
4608,Shin Box Switch,Stretching,Stretching,Body weight,Male,,
4609,Lying Side to Side Knee,Strength,Hips,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Medius, Obliques, Pectineous","Rectus Abdominis, Sartorius, Tensor Fasciae Latae"
4611,Roll Ball Deltoid Posterior,Stretching,Shoulders,Rollball,Male,Deltoid Posterior ,
4612,Bodyweight Standing Around World Wall Supported,Strength,Shoulders,Body weight,Male,"Deltoid Anterior, Deltoid Lateral, Deltoid Posterior ","Latissimus Dorsi, Pectoralis Major Clavicular Head, Serratus Anterior, Teres Major"
4613,Bodyweight Standing Military Press Wall Supported,Strength,Shoulders,Body weight,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii"
4614,Captains Chair Straight Leg Raise (female),Strength,Waist,Body weight,Female,"Iliopsoas, Rectus Abdominis","Quadriceps, Sartorius, Tensor Fasciae Latae"
4615,Hip Swirls,Strength,Hips,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Maximus, Gluteus Medius, Pectineous, Quadriceps","Gracilis, Hamstrings, Sartorius, Soleus"
4616,Leg Front Kick,Strength,Waist,Body weight,Male,,
4617,Single Arm Push-up Supported Wall,Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
4618,Band Deadlift,Strength,Hips,Band,Male,Gluteus Maximus,"Adductor Magnus, Erector Spinae, Hamstrings, Quadriceps, Soleus"
4619,Band Standing Hammer Curl,Strength,Upper Arms,Band,Male,Brachioradialis,"Biceps Brachii, Brachialis"
4620,Twisting Crunch,Strength,Waist,Body weight,Male,Obliques,Rectus Abdominis
4621,Dumbbell Close Grip Shoulder Press Sit-up,Strength,Waist,Dumbbell,Male,,
4622,Dumbbell Front Plank Arm Raise,Strength,Waist,Dumbbell,Male,,
4623,Weighted Seated Tuck Crunch on Floor,Strength,Waist,Weighted,Male,,
4624,Dumbbell Crunch Up,Strength,Waist,Dumbbell,Male,,
4625,Dumbbell Russian Twist Close Grip Shoulder Press Sit-up,Strength,Waist,Dumbbell,Male,,
4626,Dumbbell Seated Tuck Crunch on Floor,Strength,Waist,Dumbbell,Male,,
4627,Dumbbell Front Plank Arm Leg Raise,Strength,Waist,Dumbbell,Male,,
4628,Dumbbell Seated Tuck Twisting Crunch on Floor,Strength,Waist,Dumbbell,Male,,
4629,Dumbbell Renegade Row to Squat,Strength,"Back, Hips, Thighs, Waist",Dumbbell,Male,,
4630,Side to Side Leg Swings (male),Strength,Hips,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Medius, Pectineous","Gracilis, Tensor Fasciae Latae"
4631,Scorpion Stretch,Stretching,Stretching,Body weight,Male,,
4633,Worlds Greatest Stretch,Stretching,Stretching,Body weight,Male,,
4642,Plank Jack (female),Strength,Waist,Body weight,Female,,
4643,Flutter Kicks (Version 3) (female),Strength,Hips,Body weight,Female,"Iliopsoas, Rectus Abdominis","Quadriceps, Sartorius, Tensor Fasciae Latae"
4645,Mountain Climber (female),Aerobic,Cardio,Body weight,Female,,
4646,Russian Twist With Hands on Chest (female),Strength,Waist,Body weight,Female,Obliques,Iliopsoas
4653,Standing Single Leg High Knee to Butt Kick With Support,Strength,Hips,Body weight,Male,"Gluteus Maximus, Hamstrings, Quadriceps",Adductor Magnus
4655,Side Lying Scissors,Strength,Hips,Body weight,Male,Gluteus Medius,Tensor Fasciae Latae
4656,Kneeling Pulse,Strength,Hips,Body weight,Male,"Erector Spinae, Gluteus Maximus",Hamstrings
4657,Side Lying Hip Adduction (female),Strength,Hips,Body weight,Female,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gracilis, Pectineous",
4658,Kneeling Shoulder Tap Push-up (female),Strength,Plyometrics,Body weight,Female,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Triceps Brachii"
4659,Dumbbell Bent Arm Lateral Raise (female),Strength,Shoulders,Dumbbell,Female,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior"
4660,Shoulder Tap (female),Strength,Waist,Body weight,Female,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Obliques, Rectus Abdominis"
4661,Kneeling Shoulder Tap (female),Strength,Waist,Body weight,Female,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Obliques, Rectus Abdominis"
4663,Backhand Raise (female),Strength,Back,Body weight,Female,"Infraspinatus, Teres Minor , Trapezius Middle Fibers",Deltoid Posterior
4664,Arm Crossover (female),Strength,Chest,Body weight,Female,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Deltoid Lateral, Serratus Anterior"
4665,Overhead Clap (female),Strength,Shoulders,Body weight,Female,"Deltoid Anterior, Deltoid Lateral","Pectoralis Major Clavicular Head, Serratus Anterior"
4666,Palm-up   Palm down Rotation (female),Strength,Shoulders,Body weight,Female,"Deltoid Anterior, Deltoid Lateral, Deltoid Posterior , Iliopsoas, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",
4667,Bodyweight Overhead Triceps Extension (female),Strength,Upper Arms,Body weight,Female,Triceps Brachii,
4668,Bent Knee Back to Side Kick (female),Strength,Hips,Body weight,Female,"Erector Spinae, Gluteus Maximus, Gluteus Medius","Hamstrings, Quadriceps, Sartorius, Tensor Fasciae Latae"
4669,Kneeling Hip Thrust (female),Strength,Hips,Body weight,Female,Gluteus Maximus,"Hamstrings, Quadriceps"
4670,Leg Over Knee Glute Bridge (female),Strength,Hips,Body weight,Female,Gluteus Maximus,"Hamstrings, Quadriceps"
4671,Dynamic Back Stretch (male),Stretching,Back,Body weight,Male,"Latissimus Dorsi, Teres Major",
4672,Elbows Back Stretch (male),Stretching,"Back, Chest",Body weight,Male,"Deltoid Anterior, Erector Spinae, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",
4673,Hip Extension Stretch (male),Stretching,Hips,Body weight,Male,Gluteus Maximus,Hamstrings
4674,Hip Flexor Stretch Rear foot elevated (male),Stretching,Hips,Body weight,Male,Gluteus Maximus,
4675,Plyo Side Lunge Stretch (male),Stretching,"Hips, Thighs",Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gluteus Medius, Soleus, Tensor Fasciae Latae"
4676,Seated Shoulder Flexor Depresor Retractor Stretch Bent Knee (female),Stretching,"Chest, Shoulders",Body weight,Female,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",
4677,Bar Band Kneeling Single Leg Kick,Strength,Hips,Stick,Female,Gluteus Maximus,Hamstrings
4678,Bar Band Swing,Strength,Hips,Stick,Female,"Deltoid Anterior, Erector Spinae, Gluteus Maximus","Deltoid Lateral, Hamstrings, Pectoralis Major Clavicular Head, Serratus Anterior"
4679,Bar Band Split Squat,Strength,Thighs,Stick,Female,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
4680,Bar Band Standing Triceps Extension,Strength,Upper Arms,Stick,Female,Triceps Brachii,
4681,Bar Band Lying Alternate Leg Press,Strength,Thighs,Stick,Female,"Gluteus Maximus, Quadriceps","Iliopsoas, Rectus Abdominis"
4682,Bar Band Bent Over Rear Delt Fly,Strength,Shoulders,Stick,Female,Deltoid Posterior ,"Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
4683,Bar Band Squat,Strength,Thighs,Stick,Female,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
4684,Bar Band Kneeling Incline Press,Strength,Chest,Stick,Female,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii"
4685,Bar Band Standing Side Bend,Strength,Waist,Stick,Female,Obliques,
4686,Bar Band Standing Behind Head Military Press,Strength,Shoulders,Stick,Female,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii"
4687,Resistance Band Hammer Curl,Strength,Forearms,Resistance Band,Male,Brachioradialis,"Biceps Brachii, Brachialis"
4688,Resistance Band Triceps Pushdown,Strength,Upper Arms,Resistance Band,Male,Triceps Brachii,
4689,Resistance Band Split Squat,Strength,Thighs,Resistance Band,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
4690,Leg Over Knee Glute Bridge (male),Strength,Hips,Body weight,Male,Gluteus Maximus,"Hamstrings, Quadriceps"
4691,Kneeling Side Leg to Kick (male),Strength,Hips,Body weight,Male,"Gluteus Maximus, Gluteus Medius, Quadriceps",Tensor Fasciae Latae
4692,Bent Knee Back to Side Kick (male),Strength,Hips,Body weight,Male,"Erector Spinae, Gluteus Maximus, Gluteus Medius","Hamstrings, Quadriceps, Sartorius"
4693,Kneeling Leg Half Circle (male),Strength,Hips,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Erector Spinae, Gluteus Maximus, Gluteus Medius, Pectineous","Gracilis, Hamstrings, Tensor Fasciae Latae"
4694,Bar Band Overhead Triceps Extension,Strength,Upper Arms,Stick,Female,Triceps Brachii,
4695,Bar Band Standing Single Arm Upright Row,Strength,Shoulders,Stick,Female,Deltoid Lateral,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
4696,Bar Band Down to Up Twist,Strength,Waist,Stick,Female,Obliques,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Medius, Pectineous, Tensor Fasciae Latae"
4697,Bar Band Skier,Strength,Shoulders,Stick,Female,Deltoid Posterior ,"Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
4698,Bar Band Bent Over Row,Strength,Back,Stick,Female,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
4699,Bar Band Air Bike,Strength,Waist,Stick,Female,"Iliopsoas, Obliques, Quadriceps, Rectus Abdominis","Sartorius, Tensor Fasciae Latae"
4700,Bar Band Side Bend Press,Strength,"Shoulders, Waist",Stick,Female,"Deltoid Anterior, Obliques","Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
4701,Bar Band Single Leg Reverse Hyperextension,Strength,Hips,Stick,Female,"Erector Spinae, Gluteus Maximus",Hamstrings
4702,Alternating Superman,Strength,Hips,Body weight,Male,"Erector Spinae, Gluteus Maximus",Hamstrings
4703,Bodyweight Full Squat with Overhead Press (Version 2),Aerobic,Plyometrics,Body weight,Male,,
4706,Jump Step Jump,Aerobic,Plyometrics,Body weight,Male,,
4709,Basketball Shot Jump,Aerobic,Plyometrics,Stability ball,Male,,
4711,Criss Cross Jack,Aerobic,Plyometrics,Body weight,Male,,
